Protein	CTRL.28.4.1	CTRL.30.1.1	CTRL.30.5.1	CTRL.30.7.1	CTRL.39.2.1	CTRL.39.3.1	CTRL.39.6.1	CTRL.39.12.1	CTRL.39.13.1	BOS.39.13.2	BOS.42.10.2	BOS.42.11.2	CTRL.28.4.1.Norm	CTRL.30.1.1.Norm	CTRL.30.5.1.Norm	CTRL.30.7.1.Norm	CTRL.39.2.1.Norm	CTRL.39.3.1.Norm	CTRL.39.6.1.Norm	CTRL.39.12.1.Norm	CTRL.39.13.1.Norm	BOS.39.13.2.Norm	BOS.42.10.2.Norm	BOS.42.11.2.Norm
DLRB1_HUMAN	3	2	2	2	3	2	2	1	2	2	3	4	95.8626442745427	72.0767259615399	76.5422897491795	81.976177991068	60.8050622644842	63.2341191332732	81.9307302555453	42.1634553341846	81.8827257382758	78.2559909242589	139.557020218588	145.19071985766
DMD_HUMAN	1	1	0	2	3	1	1	2	1	0	0	0	31.9542147581809	36.0383629807699	0	81.976177991068	60.8050622644842	31.6170595666366	40.9653651277727	84.3269106683691	40.9413628691379	0	0	0
DNJA1_HUMAN	7	4	3	1	10	5	4	3	2	4	4	5	223.679503307266	144.15345192308	114.813434623769	40.988088995534	202.683540881614	158.085297833183	163.861460511091	126.490366002554	81.8827257382758	156.511981848518	186.076026958118	181.488399822075
DNJA2_HUMAN	3	4	0	0	3	2	0	1	1	3	0	5	95.8626442745427	144.15345192308	0	0	60.8050622644842	63.2341191332732	0	42.1634553341846	40.9413628691379	117.383986386388	0	181.488399822075
DNJA3_HUMAN	2	0	0	1	4	0	0	0	0	0	0	1	63.9084295163618	0	0	40.988088995534	81.0734163526456	0	0	0	0	0	0	36.2976799644149
DNJB1_HUMAN	3	1	1	1	3	1	1	1	1	4	3	4	95.8626442745427	36.0383629807699	38.2711448745898	40.988088995534	60.8050622644842	31.6170595666366	40.9653651277727	42.1634553341846	40.9413628691379	156.511981848518	139.557020218588	145.19071985766
DNJB2_HUMAN	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	31.6170595666366	0	0	40.9413628691379	0	0	72.5953599288299
DNJB4_HUMAN	3	1	2	1	8	3	4	1	5	4	4	7	95.8626442745427	36.0383629807699	76.5422897491795	40.988088995534	162.146832705291	94.8511786999098	163.861460511091	42.1634553341846	204.706814345689	156.511981848518	186.076026958118	254.083759750905
DNJC1_HUMAN	0	0	1	1	0	1	0	0	0	0	0	0	0	0	38.2711448745898	40.988088995534	0	31.6170595666366	0	0	0	0	0	0
DNJC2_HUMAN	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	31.6170595666366	40.9653651277727	0	0	39.1279954621294	0	0
DNJC3_HUMAN	5	1	3	0	13	4	4	0	2	6	4	7	159.771073790904	36.0383629807699	114.813434623769	0	263.488603146098	126.468238266546	163.861460511091	0	81.8827257382758	234.767972772777	186.076026958118	254.083759750905
DNJC5_HUMAN	2	0	0	1	0	1	0	0	0	0	0	0	63.9084295163618	0	0	40.988088995534	0	31.6170595666366	0	0	0	0	0	0
DNJC7_HUMAN	1	1	0	0	2	3	2	0	1	1	0	0	31.9542147581809	36.0383629807699	0	0	40.5367081763228	94.8511786999098	81.9307302555453	0	40.9413628691379	39.1279954621294	0	0
DNJC8_HUMAN	1	1	1	2	4	3	1	1	2	2	3	2	31.9542147581809	36.0383629807699	38.2711448745898	81.976177991068	81.0734163526456	94.8511786999098	40.9653651277727	42.1634553341846	81.8827257382758	78.2559909242589	139.557020218588	72.5953599288299
DNLI3_HUMAN	1	0	0	0	0	1	0	0	0	0	0	0	31.9542147581809	0	0	0	0	31.6170595666366	0	0	0	0	0	0
DNM1L_HUMAN	10	14	11	9	22	15	9	13	7	3	4	6	319.542147581809	504.537081730779	420.982593620487	368.892800959806	445.903789939551	474.255893499549	368.688286149954	548.124919344399	286.589540083965	117.383986386388	186.076026958118	217.78607978649
DNPEP_HUMAN	11	9	9	10	14	8	7	6	6	4	1	3	351.49636233999	324.34526682693	344.440303871308	409.88088995534	283.75695723426	252.936476533093	286.757555894409	252.980732005107	245.648177214827	156.511981848518	46.5190067395295	108.893039893245
DNPH1_HUMAN	4	3	2	0	8	4	0	1	4	4	2	2	127.816859032724	108.11508894231	76.5422897491795	0	162.146832705291	126.468238266546	0	42.1634553341846	163.765451476552	156.511981848518	93.038013479059	72.5953599288299
DNS2A_HUMAN	2	2	2	2	5	3	4	2	2	2	2	3	63.9084295163618	72.0767259615399	76.5422897491795	81.976177991068	101.341770440807	94.8511786999098	163.861460511091	84.3269106683691	81.8827257382758	78.2559909242589	93.038013479059	108.893039893245
DOCK8_HUMAN	1	0	1	1	0	0	1	0	1	0	1	0	31.9542147581809	0	38.2711448745898	40.988088995534	0	0	40.9653651277727	0	40.9413628691379	0	46.5190067395295	0
DOHH_HUMAN	1	0	0	0	0	0	0	0	1	1	0	0	31.9542147581809	0	0	0	0	0	0	0	40.9413628691379	39.1279954621294	0	0
DOK1_HUMAN	1	1	0	0	0	1	0	0	0	0	0	0	31.9542147581809	36.0383629807699	0	0	0	31.6170595666366	0	0	0	0	0	0
DOPD_HUMAN	7	7	6	6	7	6	5	10	5	2	7	5	223.679503307266	252.26854086539	229.626869247539	245.928533973204	141.87847861713	189.70235739982	204.826825638863	421.634553341846	204.706814345689	78.2559909242589	325.633047176706	181.488399822075
DP13A_HUMAN	6	7	7	4	9	6	4	5	5	2	2	2	191.725288549085	252.26854086539	267.898014122128	163.952355982136	182.415186793453	189.70235739982	163.861460511091	210.817276670923	204.706814345689	78.2559909242589	93.038013479059	72.5953599288299
DP13B_HUMAN	0	1	0	0	0	1	1	0	0	0	0	0	0	36.0383629807699	0	0	0	31.6170595666366	40.9653651277727	0	0	0	0	0
DPCD_HUMAN	1	1	1	1	0	1	0	1	0	1	0	1	31.9542147581809	36.0383629807699	38.2711448745898	40.988088995534	0	31.6170595666366	0	42.1634553341846	0	39.1279954621294	0	36.2976799644149
DPM1_HUMAN	2	3	3	3	7	4	1	3	2	1	0	1	63.9084295163618	108.11508894231	114.813434623769	122.964266986602	141.87847861713	126.468238266546	40.9653651277727	126.490366002554	81.8827257382758	39.1279954621294	0	36.2976799644149
DPP2_HUMAN	16	16	16	13	41	15	17	16	11	21	14	18	511.267436130894	576.613807692319	612.338317993436	532.845156941942	831.002517614618	474.255893499549	696.411207172135	674.615285346953	450.354991560517	821.687904704718	651.266094353413	653.358239359469
DPP3_HUMAN	5	7	11	6	14	6	8	5	5	1	1	1	159.771073790904	252.26854086539	420.982593620487	245.928533973204	283.75695723426	189.70235739982	327.722921022181	210.817276670923	204.706814345689	39.1279954621294	46.5190067395295	36.2976799644149
DPP4_HUMAN	57	37	40	51	68	46	27	36	43	24	23	29	1821.39024121631	1333.41943028849	1530.84579498359	2090.39253877223	1378.24807799498	1454.38474006528	1106.06485844986	1517.88439203064	1760.47860337293	939.071891091107	1069.93715500918	1052.63271896803
DPP8_HUMAN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	31.6170595666366	0	0	0	0	0	0
DPP9_HUMAN	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	40.9413628691379	0	0	0
DPTOR_HUMAN	1	1	2	2	0	1	0	1	1	1	0	1	31.9542147581809	36.0383629807699	76.5422897491795	81.976177991068	0	31.6170595666366	0	42.1634553341846	40.9413628691379	39.1279954621294	0	36.2976799644149
DPYL2_HUMAN	83	63	67	57	122	67	50	62	56	62	62	61	2652.19982492901	2270.41686778851	2564.16670659751	2336.32107274544	2472.73919875569	2118.34299096465	2048.26825638863	2614.13423071944	2292.71632067172	2425.93571865203	2884.17841785083	2214.15847782931
DPYL3_HUMAN	82	62	63	51	92	48	49	42	43	45	46	44	2620.24561017083	2234.37850480774	2411.08212709916	2090.39253877223	1864.68857611085	1517.61885919856	2007.30289126086	1770.86512403575	1760.47860337293	1760.75979579583	2139.87431001836	1597.09791843426
DPYL4_HUMAN	2	3	3	1	4	1	2	1	0	1	3	0	63.9084295163618	108.11508894231	114.813434623769	40.988088995534	81.0734163526456	31.6170595666366	81.9307302555453	42.1634553341846	0	39.1279954621294	139.557020218588	0
DPYS_HUMAN	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	163.952355982136	0	0	0	0	0	0	0	0
DREB_HUMAN	11	7	6	6	22	15	11	6	6	16	7	12	351.49636233999	252.26854086539	229.626869247539	245.928533973204	445.903789939551	474.255893499549	450.619016405499	252.980732005107	245.648177214827	626.047927394071	325.633047176706	435.572159572979
DRG1_HUMAN	2	2	0	0	2	2	2	1	2	1	1	0	63.9084295163618	72.0767259615399	0	0	40.5367081763228	63.2341191332732	81.9307302555453	42.1634553341846	81.8827257382758	39.1279954621294	46.5190067395295	0
DRG2_HUMAN	2	1	0	2	2	1	2	0	1	0	0	0	63.9084295163618	36.0383629807699	0	81.976177991068	40.5367081763228	31.6170595666366	81.9307302555453	0	40.9413628691379	0	0	0
DRS7B_HUMAN	1	2	1	1	3	2	1	1	2	0	0	1	31.9542147581809	72.0767259615399	38.2711448745898	40.988088995534	60.8050622644842	63.2341191332732	40.9653651277727	42.1634553341846	81.8827257382758	0	0	36.2976799644149
DSC1_HUMAN	2	0	0	0	2	0	0	1	0	0	0	0	63.9084295163618	0	0	0	40.5367081763228	0	0	42.1634553341846	0	0	0	0
DSCR3_HUMAN	1	0	1	0	2	1	1	0	1	0	0	0	31.9542147581809	0	38.2711448745898	0	40.5367081763228	31.6170595666366	40.9653651277727	0	40.9413628691379	0	0	0
DSG1_HUMAN	2	0	0	0	1	0	1	0	0	1	0	0	63.9084295163618	0	0	0	20.2683540881614	0	40.9653651277727	0	0	39.1279954621294	0	0
DSRAD_HUMAN	1	2	1	1	2	2	0	0	1	0	0	0	31.9542147581809	72.0767259615399	38.2711448745898	40.988088995534	40.5367081763228	63.2341191332732	0	0	40.9413628691379	0	0	0
DTD1_HUMAN	1	1	1	1	1	1	0	1	1	0	0	0	31.9542147581809	36.0383629807699	38.2711448745898	40.988088995534	20.2683540881614	31.6170595666366	0	42.1634553341846	40.9413628691379	0	0	0
DTNA_HUMAN	1	2	0	1	0	0	0	0	0	0	0	0	31.9542147581809	72.0767259615399	0	40.988088995534	0	0	0	0	0	0	0	0
DTX3L_HUMAN	1	1	1	1	0	0	0	0	0	0	0	0	31.9542147581809	36.0383629807699	38.2711448745898	40.988088995534	0	0	0	0	0	0	0	0
DUS23_HUMAN	1	2	1	2	0	0	1	2	1	0	1	0	31.9542147581809	72.0767259615399	38.2711448745898	81.976177991068	0	0	40.9653651277727	84.3269106683691	40.9413628691379	0	46.5190067395295	0
DUS3_HUMAN	8	3	4	4	12	3	3	1	3	3	3	3	255.633718065447	108.11508894231	153.084579498359	163.952355982136	243.220249057937	94.8511786999098	122.896095383318	42.1634553341846	122.824088607414	117.383986386388	139.557020218588	108.893039893245
DUT_HUMAN	3	2	4	1	4	2	1	0	2	4	3	5	95.8626442745427	72.0767259615399	153.084579498359	40.988088995534	81.0734163526456	63.2341191332732	40.9653651277727	0	81.8827257382758	156.511981848518	139.557020218588	181.488399822075
DX39B_HUMAN	12	12	11	12	19	12	12	9	10	10	7	8	383.450577098171	432.460355769239	420.982593620487	491.857067946408	385.098727675067	379.404714799639	491.584381533272	379.471098007661	409.413628691379	391.279954621295	325.633047176706	290.381439715319
DYHC1_HUMAN	0	2	1	1	0	0	0	0	0	0	0	0	0	72.0767259615399	38.2711448745898	40.988088995534	0	0	0	0	0	0	0	0
DYL1_HUMAN	5	5	5	2	5	5	5	6	6	5	4	5	159.771073790904	180.19181490385	191.355724372949	81.976177991068	101.341770440807	158.085297833183	204.826825638863	252.980732005107	245.648177214827	195.639977310647	186.076026958118	181.488399822075
DYL2_HUMAN	5	3	3	1	4	0	4	4	3	5	4	5	159.771073790904	108.11508894231	114.813434623769	40.988088995534	81.0734163526456	0	163.861460511091	168.653821336738	122.824088607414	195.639977310647	186.076026958118	181.488399822075
DYLT1_HUMAN	2	2	0	1	2	3	1	2	0	0	1	0	63.9084295163618	72.0767259615399	0	40.988088995534	40.5367081763228	94.8511786999098	40.9653651277727	84.3269106683691	0	0	46.5190067395295	0
DYLT3_HUMAN	0	2	1	2	1	0	1	0	0	0	1	1	0	72.0767259615399	38.2711448745898	81.976177991068	20.2683540881614	0	40.9653651277727	0	0	0	46.5190067395295	36.2976799644149
DYN2_HUMAN	9	15	8	6	12	10	5	5	5	3	4	2	287.587932823628	540.575444711549	306.169158996718	245.928533973204	243.220249057937	316.170595666366	204.826825638863	210.817276670923	204.706814345689	117.383986386388	186.076026958118	72.5953599288299
DYR1B_HUMAN	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	40.988088995534	20.2683540881614	0	0	0	0	0	0	0
E2AK2_HUMAN	5	2	2	1	10	5	3	1	4	1	0	1	159.771073790904	72.0767259615399	76.5422897491795	40.988088995534	202.683540881614	158.085297833183	122.896095383318	42.1634553341846	163.765451476552	39.1279954621294	0	36.2976799644149
E41L1_HUMAN	3	2	3	3	7	4	2	1	0	2	2	2	95.8626442745427	72.0767259615399	114.813434623769	122.964266986602	141.87847861713	126.468238266546	81.9307302555453	42.1634553341846	0	78.2559909242589	93.038013479059	72.5953599288299
E41L2_HUMAN	10	4	6	8	26	17	6	12	14	11	11	13	319.542147581809	144.15345192308	229.626869247539	327.904711964272	526.977206292197	537.490012632822	245.792190766636	505.961464010215	573.17908016793	430.407950083424	511.709074134824	471.869839537394
E41L3_HUMAN	2	1	2	0	3	3	2	0	3	2	2	3	63.9084295163618	36.0383629807699	76.5422897491795	0	60.8050622644842	94.8511786999098	81.9307302555453	0	122.824088607414	78.2559909242589	93.038013479059	108.893039893245
EBP2_HUMAN	1	0	0	0	0	0	1	0	0	0	0	1	31.9542147581809	0	0	0	0	0	40.9653651277727	0	0	0	0	36.2976799644149
ECD_HUMAN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	31.6170595666366	0	0	0	0	0	0
ECE1_HUMAN	0	1	2	0	2	1	2	0	0	1	1	1	0	36.0383629807699	76.5422897491795	0	40.5367081763228	31.6170595666366	81.9307302555453	0	0	39.1279954621294	46.5190067395295	36.2976799644149
ECH1_HUMAN	6	4	4	5	11	3	6	3	4	5	2	4	191.725288549085	144.15345192308	153.084579498359	204.94044497767	222.951894969775	94.8511786999098	245.792190766636	126.490366002554	163.765451476552	195.639977310647	93.038013479059	145.19071985766
ECHA_HUMAN	35	37	27	22	60	34	29	37	26	24	22	18	1118.39751653633	1333.41943028849	1033.32091161392	901.737957901748	1216.10124528968	1074.98002526564	1187.99558870541	1560.04784736483	1064.47543459758	939.071891091107	1023.41814826965	653.358239359469
ECHB_HUMAN	32	21	17	17	49	27	20	13	17	17	19	16	1022.53487226179	756.805622596169	650.609462868026	696.797512924078	993.149350319909	853.660608299188	819.307302555453	548.124919344399	696.003168775344	665.175922856201	883.86112805106	580.762879430639
ECHD1_HUMAN	2	2	2	2	1	2	3	0	0	4	0	2	63.9084295163618	72.0767259615399	76.5422897491795	81.976177991068	20.2683540881614	63.2341191332732	122.896095383318	0	0	156.511981848518	0	72.5953599288299
ECHM_HUMAN	8	7	6	6	22	7	7	5	5	6	7	7	255.633718065447	252.26854086539	229.626869247539	245.928533973204	445.903789939551	221.319416966456	286.757555894409	210.817276670923	204.706814345689	234.767972772777	325.633047176706	254.083759750905
ECI1_HUMAN	3	4	1	3	4	3	2	1	0	3	1	1	95.8626442745427	144.15345192308	38.2711448745898	122.964266986602	81.0734163526456	94.8511786999098	81.9307302555453	42.1634553341846	0	117.383986386388	46.5190067395295	36.2976799644149
ECI2_HUMAN	2	0	0	1	3	2	0	0	0	2	0	2	63.9084295163618	0	0	40.988088995534	60.8050622644842	63.2341191332732	0	0	0	78.2559909242589	0	72.5953599288299
ECM1_HUMAN	0	0	0	0	2	0	0	0	0	2	1	2	0	0	0	0	40.5367081763228	0	0	0	0	78.2559909242589	46.5190067395295	72.5953599288299
EDF1_HUMAN	1	0	1	2	1	2	1	1	2	2	2	2	31.9542147581809	0	38.2711448745898	81.976177991068	20.2683540881614	63.2341191332732	40.9653651277727	42.1634553341846	81.8827257382758	78.2559909242589	93.038013479059	72.5953599288299
EDIL3_HUMAN	36	20	23	14	52	28	18	25	27	31	30	41	1150.35173129451	720.767259615399	880.236332115565	573.833245937476	1053.95441258439	885.277667865825	737.376572299908	1054.08638335461	1105.41679746672	1212.96785932601	1395.57020218588	1488.20487854101
EEA1_HUMAN	38	13	10	10	53	34	13	5	24	33	17	30	1214.26016081087	468.498718750009	382.711448745898	409.88088995534	1074.22276667255	1074.98002526564	532.549746661045	210.817276670923	982.592708859309	1291.22385025027	790.823114572001	1088.93039893245
EF1A1_HUMAN	108	104	88	84	188	126	96	92	113	110	98	103	3451.05519388354	3747.98975000007	3367.8607489639	3442.99947562485	3810.45056857434	3983.74950539621	3932.67505226618	3879.03789074498	4626.37400421258	4304.07950083424	4558.86266047389	3738.66103633474
EF1A2_HUMAN	49	0	48	0	85	65	0	36	58	47	40	0	1565.75652315086	0	1837.01495398031	0	1722.81009749372	2055.10887183138	0	1517.88439203064	2374.59904641	1839.01578672008	1860.76026958118	0
EF1B_HUMAN	6	3	5	3	13	9	4	8	5	10	11	6	191.725288549085	108.11508894231	191.355724372949	122.964266986602	263.488603146098	284.553536099729	163.861460511091	337.307642673477	204.706814345689	391.279954621295	511.709074134824	217.78607978649
EF1D_HUMAN	11	6	10	10	25	14	11	12	11	13	9	10	351.49636233999	216.23017788462	382.711448745898	409.88088995534	506.708852204035	442.638833932912	450.619016405499	505.961464010215	450.354991560517	508.663941007683	418.671060655765	362.976799644149
EF1G_HUMAN	26	22	24	22	59	28	18	27	21	18	21	24	830.809583712703	792.843985576939	918.507476990154	901.737957901748	1195.83289120152	885.277667865825	737.376572299908	1138.41329402298	859.768620251896	704.30391831833	976.899141530119	871.144319145958
EF2_HUMAN	41	52	58	36	78	51	46	45	47	27	31	26	1310.12280508542	1873.99487500004	2219.72640272621	1475.57120383922	1580.93161887659	1612.47003789847	1884.40679587754	1897.35549003831	1924.24405484948	1056.4558774775	1442.08920892541	943.739679074788
EFGM_HUMAN	2	1	1	1	2	2	1	0	1	0	0	0	63.9084295163618	36.0383629807699	38.2711448745898	40.988088995534	40.5367081763228	63.2341191332732	40.9653651277727	0	40.9413628691379	0	0	0
EFHD1_HUMAN	22	24	16	10	29	18	12	10	15	12	15	19	702.99272467998	864.920711538479	612.338317993436	409.88088995534	587.782268556681	569.107072199459	491.584381533272	421.634553341846	614.120443037068	469.535945545553	697.785101092942	689.655919323884
EFHD2_HUMAN	6	4	6	3	14	4	6	2	4	9	6	10	191.725288549085	144.15345192308	229.626869247539	122.964266986602	283.75695723426	126.468238266546	245.792190766636	84.3269106683691	163.765451476552	352.151959159165	279.114040437177	362.976799644149
EFNB1_HUMAN	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	20.2683540881614	0	0	0	0	0	93.038013479059	36.2976799644149
EFR3A_HUMAN	0	2	1	1	1	2	1	2	1	0	0	0	0	72.0767259615399	38.2711448745898	40.988088995534	20.2683540881614	63.2341191332732	40.9653651277727	84.3269106683691	40.9413628691379	0	0	0
EFTS_HUMAN	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	20.2683540881614	31.6170595666366	0	0	0	0	0	0
EFTU_HUMAN	12	13	10	9	23	11	7	12	7	11	7	9	383.450577098171	468.498718750009	382.711448745898	368.892800959806	466.172144027712	347.787655233003	286.757555894409	505.961464010215	286.589540083965	430.407950083424	325.633047176706	326.679119679734
EGFR_HUMAN	4	3	1	1	7	3	1	3	1	0	0	1	127.816859032724	108.11508894231	38.2711448745898	40.988088995534	141.87847861713	94.8511786999098	40.9653651277727	126.490366002554	40.9413628691379	0	0	36.2976799644149
EGLN_HUMAN	6	4	7	4	10	3	3	2	2	4	1	2	191.725288549085	144.15345192308	267.898014122128	163.952355982136	202.683540881614	94.8511786999098	122.896095383318	84.3269106683691	81.8827257382758	156.511981848518	46.5190067395295	72.5953599288299
EGLN1_HUMAN	4	3	2	2	6	4	2	1	2	1	2	2	127.816859032724	108.11508894231	76.5422897491795	81.976177991068	121.610124528968	126.468238266546	81.9307302555453	42.1634553341846	81.8827257382758	39.1279954621294	93.038013479059	72.5953599288299
EH1L1_HUMAN	1	2	1	2	2	4	1	0	2	0	0	0	31.9542147581809	72.0767259615399	38.2711448745898	81.976177991068	40.5367081763228	126.468238266546	40.9653651277727	0	81.8827257382758	0	0	0
EHBP1_HUMAN	3	2	2	0	4	4	3	1	2	1	1	4	95.8626442745427	72.0767259615399	76.5422897491795	0	81.0734163526456	126.468238266546	122.896095383318	42.1634553341846	81.8827257382758	39.1279954621294	46.5190067395295	145.19071985766
EHD1_HUMAN	24	21	16	22	61	30	18	29	36	20	21	29	766.901154196341	756.805622596169	612.338317993436	901.737957901748	1236.36959937785	948.511786999098	737.376572299908	1222.74020469135	1473.88906328896	782.559909242589	976.899141530119	1052.63271896803
EHD2_HUMAN	43	57	55	45	110	62	56	67	57	60	51	47	1374.03123460178	2054.18668990389	2104.91296810244	1844.46400479903	2229.51894969775	1960.25769313147	2294.06044715527	2824.95150739037	2333.65768354086	2347.67972772777	2372.469343716	1705.9909583275
EHD3_HUMAN	13	10	11	15	19	18	15	0	19	14	0	18	415.404791856352	360.383629807699	420.982593620487	614.82133493301	385.098727675067	569.107072199459	614.48047691659	0	777.88589451362	547.791936469812	0	653.358239359469
EHD4_HUMAN	7	9	8	9	13	7	10	10	0	8	9	0	223.679503307266	324.34526682693	306.169158996718	368.892800959806	263.488603146098	221.319416966456	409.653651277727	421.634553341846	0	313.023963697036	418.671060655765	0
EHMT2_HUMAN	1	0	0	0	0	0	0	0	0	0	0	1	31.9542147581809	0	0	0	0	0	0	0	0	0	0	36.2976799644149
EI2BA_HUMAN	3	2	1	2	1	3	0	0	1	1	1	0	95.8626442745427	72.0767259615399	38.2711448745898	81.976177991068	20.2683540881614	94.8511786999098	0	0	40.9413628691379	39.1279954621294	46.5190067395295	0
EI2BB_HUMAN	3	0	1	2	1	2	2	0	0	1	0	0	95.8626442745427	0	38.2711448745898	81.976177991068	20.2683540881614	63.2341191332732	81.9307302555453	0	0	39.1279954621294	0	0
EI2BD_HUMAN	3	3	1	3	3	3	1	1	1	0	1	1	95.8626442745427	108.11508894231	38.2711448745898	122.964266986602	60.8050622644842	94.8511786999098	40.9653651277727	42.1634553341846	40.9413628691379	0	46.5190067395295	36.2976799644149
EI2BE_HUMAN	1	2	2	1	2	1	1	1	1	1	1	1	31.9542147581809	72.0767259615399	76.5422897491795	40.988088995534	40.5367081763228	31.6170595666366	40.9653651277727	42.1634553341846	40.9413628691379	39.1279954621294	46.5190067395295	36.2976799644149
EI2BG_HUMAN	1	4	2	1	2	2	2	1	2	1	1	1	31.9542147581809	144.15345192308	76.5422897491795	40.988088995534	40.5367081763228	63.2341191332732	81.9307302555453	42.1634553341846	81.8827257382758	39.1279954621294	46.5190067395295	36.2976799644149
EIF1_HUMAN	4	2	3	4	7	5	4	3	4	6	7	6	127.816859032724	72.0767259615399	114.813434623769	163.952355982136	141.87847861713	158.085297833183	163.861460511091	126.490366002554	163.765451476552	234.767972772777	325.633047176706	217.78607978649
EIF1A_HUMAN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	31.6170595666366	0	0	0	0	0	0
EIF2A_HUMAN	2	1	5	3	5	2	2	2	4	4	3	5	63.9084295163618	36.0383629807699	191.355724372949	122.964266986602	101.341770440807	63.2341191332732	81.9307302555453	84.3269106683691	163.765451476552	156.511981848518	139.557020218588	181.488399822075
EIF2D_HUMAN	1	0	0	1	0	0	0	0	0	0	0	0	31.9542147581809	0	0	40.988088995534	0	0	0	0	0	0	0	0
EIF3A_HUMAN	11	11	9	16	15	12	8	9	9	6	2	4	351.49636233999	396.421992788469	344.440303871308	655.809423928544	304.025311322421	379.404714799639	327.722921022181	379.471098007661	368.472265822241	234.767972772777	93.038013479059	145.19071985766
EIF3B_HUMAN	6	8	6	7	14	9	7	4	5	7	3	4	191.725288549085	288.30690384616	229.626869247539	286.916622968738	283.75695723426	284.553536099729	286.757555894409	168.653821336738	204.706814345689	273.895968234906	139.557020218588	145.19071985766
EIF3C_HUMAN	9	9	6	10	8	14	5	5	4	1	0	0	287.587932823628	324.34526682693	229.626869247539	409.88088995534	162.146832705291	442.638833932912	204.826825638863	210.817276670923	163.765451476552	39.1279954621294	0	0
EIF3D_HUMAN	7	8	5	4	12	8	5	5	6	4	3	1	223.679503307266	288.30690384616	191.355724372949	163.952355982136	243.220249057937	252.936476533093	204.826825638863	210.817276670923	245.648177214827	156.511981848518	139.557020218588	36.2976799644149
EIF3E_HUMAN	7	5	5	6	9	6	6	8	6	3	1	3	223.679503307266	180.19181490385	191.355724372949	245.928533973204	182.415186793453	189.70235739982	245.792190766636	337.307642673477	245.648177214827	117.383986386388	46.5190067395295	108.893039893245
EIF3F_HUMAN	6	8	7	5	12	5	3	3	6	5	4	6	191.725288549085	288.30690384616	267.898014122128	204.94044497767	243.220249057937	158.085297833183	122.896095383318	126.490366002554	245.648177214827	195.639977310647	186.076026958118	217.78607978649
EIF3G_HUMAN	3	5	3	4	6	5	3	2	2	1	2	5	95.8626442745427	180.19181490385	114.813434623769	163.952355982136	121.610124528968	158.085297833183	122.896095383318	84.3269106683691	81.8827257382758	39.1279954621294	93.038013479059	181.488399822075
EIF3H_HUMAN	2	1	3	1	7	5	4	0	1	3	1	3	63.9084295163618	36.0383629807699	114.813434623769	40.988088995534	141.87847861713	158.085297833183	163.861460511091	0	40.9413628691379	117.383986386388	46.5190067395295	108.893039893245
EIF3I_HUMAN	6	3	7	5	18	4	4	2	3	4	7	9	191.725288549085	108.11508894231	267.898014122128	204.94044497767	364.830373586905	126.468238266546	163.861460511091	84.3269106683691	122.824088607414	156.511981848518	325.633047176706	326.679119679734
EIF3J_HUMAN	4	4	2	3	9	4	4	2	4	7	3	6	127.816859032724	144.15345192308	76.5422897491795	122.964266986602	182.415186793453	126.468238266546	163.861460511091	84.3269106683691	163.765451476552	273.895968234906	139.557020218588	217.78607978649
EIF3K_HUMAN	1	2	4	2	8	1	4	4	0	1	1	1	31.9542147581809	72.0767259615399	153.084579498359	81.976177991068	162.146832705291	31.6170595666366	163.861460511091	168.653821336738	0	39.1279954621294	46.5190067395295	36.2976799644149
EIF3L_HUMAN	7	11	6	8	8	10	4	4	8	1	1	1	223.679503307266	396.421992788469	229.626869247539	327.904711964272	162.146832705291	316.170595666366	163.861460511091	168.653821336738	327.530902953103	39.1279954621294	46.5190067395295	36.2976799644149
EIF3M_HUMAN	6	7	6	6	9	8	4	3	6	2	3	2	191.725288549085	252.26854086539	229.626869247539	245.928533973204	182.415186793453	252.936476533093	163.861460511091	126.490366002554	245.648177214827	78.2559909242589	139.557020218588	72.5953599288299
ELAV1_HUMAN	8	6	3	4	10	7	5	4	5	6	5	12	255.633718065447	216.23017788462	114.813434623769	163.952355982136	202.683540881614	221.319416966456	204.826825638863	168.653821336738	204.706814345689	234.767972772777	232.595033697647	435.572159572979
ELMO2_HUMAN	0	1	0	1	2	0	0	0	0	0	0	0	0	36.0383629807699	0	40.988088995534	40.5367081763228	0	0	0	0	0	0	0
ELN_HUMAN	1	0	0	0	2	3	1	0	3	1	2	3	31.9542147581809	0	0	0	40.5367081763228	94.8511786999098	40.9653651277727	0	122.824088607414	39.1279954621294	93.038013479059	108.893039893245
ELOB_HUMAN	4	3	5	2	8	3	5	4	2	3	5	5	127.816859032724	108.11508894231	191.355724372949	81.976177991068	162.146832705291	94.8511786999098	204.826825638863	168.653821336738	81.8827257382758	117.383986386388	232.595033697647	181.488399822075
